,nickname,lane,team,country,tier,point,name,accountId,id,puuid
119,Mingjing,Jungle, FunPlus Phoenix Blaze,China,Challenger,912,caihongdao,QjgjWnchuVz-99T1k1GF6gPEbsXnLOpUgk-YbniMZiNnOMYBMIvGW_Iu,SqZfwL9uTIWdmKhDyDhCgP_TFii3WFJ8Hy8dSQJz7DsjLWk,zBvGob_TDJFAetF7N1XiaHIjDwlY3pJUVmZ-xof71GVdDKioxMiZ5HNhuD10NVOtrC0SMwHGwO-HUQ
120,LAST,Top,No Team,Korea,Challenger,910,FA Last,dL6GnV-ODUoQr_qexdBGUfbh0mEarflER2jwoU2b_0D0cRA,2_yLORWaNykMuYWpq9W064TpMp6Yj1yH5Oq3x5JeIFOTG-k,x2swQBwAqEoXwydlYgmgoOWAWHl0mH28sDV607Dbldpzb1DEpGrmrFEVH9CvR9z6SiEOL-mC5i4vgQ
121,DoRun,Top,No Team,China,Challenger,910,DoRun,o95XUJDN4uVp3-StftQIjiBK4--5zD0afOp5cdYzTa4PZCc,9NRhp5OCa9-RbXETUKRw8rtxkAmj8xy_ABc_kSN-eRPkn4E,36H7bKswScCS2mRh4PqAJD65iN2M0B4p6tP_Ueo2phITeG31WVrKjsgrPJL94SEo5mr6UtxpkwiarQ
122,369,Top, Top Esports,China,Challenger,908,Xxqqq,qbSC99qhFwHSkfHir2MSMamGeihAWUH2XttdtzhA-RgoS68sbWRyinyQ,r75XZToUtpStAYJokQMRDimMTAEGeLCyp4a1DH3n0B-NtIs,XSoJyYq0OzPhL4IXZcmvjYgbocywaim3tEpkOPJ0a0woTfBGTxZPT1jCOJ-1PJRbhQX68C48ectU-Q
123,Leo,ADC, SANDBOX Gaming,Korea,Challenger,907,읽씹맨,c9Cx5a1xFsCADq9hM1tiVAZf_vAq-A3MZF4jMqRee5t49Ys,4bdWhlx3s4L2a8PtK-kT2UE4FZ9RF-4S4COj8R_RMO8zxAo,qH-722nzhygOUbXZxuk9wOc25gLfabIwuWJVDm_OhOb-pXnikSFPDo5wpF3GtAyoCqZUJPOqA67nbw
124,Naehyun,Mid,No Team,Korea,Challenger,906,Naehyun,Gh2rOnwGIwYRocLShbZIrQrEiFWcgGRybhX9_RemkRGk,i0Jq37DDSu96KMkfBOK0Tgg64-_D6yQ8IdHvz_qVyzhWWw,Ir7HxGhaPCBgJXsWED31HnXfP7v3tedBFa_4xVDLh8rQFqFmAydWPih-Z2371DnBm22LxWjQu574Pw
126,Harp,Support, KT Rolster,Korea,Challenger,903,KT H4rp,mT66Dhldf1qHzEZy2cQa2I1FaH4gKMKYxZt-D30QZBfU4hAH9kipSJrb,_SWUPNADOrwWH8RAb1t2KuC1BxZGrSCgLgiTGlS5aYnpi64,ho5ORNL38rZX9QLCf4gVLytczEc6jnrcg_j1CdNYEvaJs2oJ65B9ETfiabONrRp-FdItuKP2jq9BLA
128,ping,Jungle,No Team,China,Challenger,900,gongtengxinyi,CN9zKWflsS1MZubeu5h34D30JCEaL_OyIoQJlEJfNQh2F2w,AqwGc3eubI1mmkIBXBQmFEKSx_qyBvKWowhsL3J0owkDLyE,jxCNSM5x5K_a9G0y4Rsy7-UhiOCLVhlp1cto-gY4BNm_PF5PsOt2cPbQzmCgjSXeXId9xpXwHwtUKQ
129,Newt,Support, Asura,Korea,Challenger,893,김도칠,m6wAoaRFuXS4-tizw-zkhaTLrbgIfE-lBxUegiJ7Sxjc3lw,vL7s7ytz7aktRcqD2vw44PFgxqJftHdWO2OCYLBenFwex0A,J_5bn39jnb-1Czyh1NRxQiWAoDj5BGlC7t5M1pb_cyeZdXODNp8i_4utUOp6Z3OVN0FhZWdTEIl6Sg
130,Wizer,Top,No Team,Korea,Challenger,892,FA Wizer,oCTCZfsN6buXN9TJowKUtmzBnbUCYXFDuob9_jFM6fggF6E,O-yx6wJWYvkUal6hXQRKayahK-L-6pUsrPpAMqlnm469V90,RXXebdECgd3_M5Mb6t5heeAKrG4LpDxB1rT4iziWWRPNESVNe7qcSQiXz4R6gx0N86nU5szEiWCl-Q
131,Crazy,Top,No Team,China,Challenger,884,CCrazy,_NhW_4Ki0Agb5OCGtGrrccl4Fdtv5HXHjuHBz2OumXKd,lJDtmxXxxrjLKclKBDcssAUihgLIl62VBBBZ22roDUD9wg,Fdy98QKP3ETtVtRklLfYu6AkJdai5DX6mvJQZb93KYjx2fJn0McL1f-IBn_vGx1hID3ZYp0ZQaryGw
132,Sangyoon,ADC,No Team,Korea,Challenger,883,HLE sangyoon1,sLVFnmO9eZ43jRO0N_cUIbRBjTzTaZv-zePME8WOGNqe,7vcqg3Gw4cOgnS--cPAJNSBTYD3kTg-TIB2XGmuChalIOw,Ij2C719QVeL_Bb93cZksLvT4I6pF7sI42yew9wB462GM_CG5hAvXYv2NBmk7-OIFuL9l-EUOWGmoxg
133,SS,ADC,No Team,Korea,Challenger,883,krats aira,OmTt_xTaHRH2rIG5fBHH3CR79DjO7WR01z-yKfi12EMCPx0,K3MHZlAK9--ePYWhU_FOO4z-12PPQzkrDHVKnyQtwEyWMGw,x6fK2gs2bR4vpYpb-LF82Q1skHrENrNxOWjs5h_q06dQYzyasdGcv8fkFhqvMJFvVinQygkpUwK8fA
134,Fly,Mid, Afreeca Freecs,Korea,Challenger,882,potato99,KZvpQ7JWH9W797xHr5CbuR9S7ywpA-FIcYl492LSZiG7Us-DnIu184dl,4FXHW7uXVdvi3QWDpqgTT_CNZ7vzdVhMAKwpSlTvodn0u38,C53fKzkJG79LbkvN1Ly4wyqvCQIkUNM3CBviYrh9dVjXN-OojwlGg6yYW99aGMnIyQ5EVx-aUd18Yg
136,Riris,Top,No Team,Korea,Challenger,878,Riris1,g8QiRokgzjsrklO7AoVySpmH7MA5sjskJ2xQDTboXug,hnZlFJ3IxoOh4583HYs_vw3FSvimW0RKrZnlTxYo6nKF8A,5JjDs3whBpLOBo9HulVCX_d45VZg4u1DZmVSnPm6MLZzfhout7J5WBqUedyjWdv5cJf8942PjxWYTw
137,Ucal,Mid, KT Rolster,Korea,Challenger,875,KT Ucal,i7jure-yb6Rs4NnJvis4NniVNK0FUXpSLmInku4GweCv9JU,woGjdRbkRFH29jq5BesmSJmaA6HaY_oADL_MR5r6ka2Wo1M,1qTz5lRJW5gVocuUSyvjpmqBtFORjcijAiIREu2Pww6Wqkq_KFZh4RGN092zwTS2FT2llfOJHSllDw
138,Curse,Top, Oh My God,China,Challenger,875,난 마,4zU4l8LGAnxbpAYaccm9gcglh2bsaas4_JCAbmAvNF0NNCs,FR8mURANut7lZLQ54zn2eOQdDK0UxBQKV9Ld08bf1AYAK9c,eWfFRoLDpmFbt2V6XbTa4lahcpm2ZdqTzVKCPCr9ZIzgUM7G1S7AZinQxgjok3Rw_bRfVtz-wvQL2A
139,CaD,Jungle, Hanwha Life Esports,Korea,Challenger,872,HLE CaD,g_lSFlZfkMK7OAQC8lhmoQFIMbAwwI1UiL8qE4dBSs37Ejszjflpl8fk,q0sTQ0RB5RCh2rXdanVfqM1Ax9rNbMJRFeYPR-rVNnMnyOc,KFKWshkM4NNkE0N-q_BVx8QFvPi433RSESrrMd2SBLqg4j86nHOqa3TGCKsq_YiENr3vMGD9C140Kg
140,5Kid,ADC, KT Rolster,Korea,Grandmaster,871,5Kld,0JjvBxcZzUodJTk6lgmbZJzbxHpSbqiQAy6Q8sezYNLnK4kYKJgnFZkA,4iWZAE_wUIqEy-joAneAIfM6geGw3fUfIt5Ox-wTwk3WW_c,2PzFe7mXsI_sXHNYN21zyDJf8RCSoW2YI-1F6Xk6G66x5T9fQNUvql7cga86VsabT1BBIDZaukpIuQ
141,Natalie,Jungle,No Team,Korea,Challenger,865,FA Natalie,3zZSJaaIGYpboMmSMHQlwaGGshjqBJgegZvWQZpunzWXHC0,WB3lzdg72F4n6h2dD1DB5YTqqUAcPlA82zR0LTn2rVbh8zs,0g1vGzjvpD3JVpQy6kaNk_HvSz-3Ne-veL-Wrf8EupxEHbvgsfgXovH5fkdkUgL5A5OEYxwIUessvA
142,GIDEON,Jungle, KT Rolster,Korea,Grandmaster,862,황제펭귄 5호,tTtxjh3bug48WZmDnCfKrbwQk83qaEZ6JmRkw4v5XJhns6o,vkqXrq0i2u3ShNDunwdR2pt98NnQpgtZQjODbRPW6Z70-BA,_p6-eBAMq8w3T4ismGF7SoecIACYTHuNLZ5Dr3fvawH7RNkmYTBFO4fhqOjCYBvRuaNI0qiUa2N_NA
144,Xiaobai,Top, eStar,China,Grandmaster,854,SSW장형석,htDln7cL6wPGf-AFuI7ZTsQHuj1Mvq2c1KhmKGOR1iaQeVvWRnQVE_P_,FTQ1qePCUmf3cMb2cmNDYHmfTSlq8dGAZAOXylQBwWS9VvU,aLWnmVX6DG2Nh1wELY_HGe8uenGFyVqCR05G9N8kP24nfD3cctnk_kFaLSsTUxos4aNPRXl5zFB6vQ
146,Jelly,Support,No Team,Korea,Challenger,845,FaaaaaaaaSup,m2ggFxu442AahaUjcsg3bIi5L8UC4ys4fam8Ih59K822PuU,HzbKJhaPmspVBAd58o-IVOOeEnEMyFoxoBFY_wKObPRjYpw,__gKPqPMCDVFGtnsMrUU6hlhS-xtcc7WPk1luFMfgvYrgcWh9Ylp_rhFJpAi4Cm2uklW8iBT8-BMrw
147,Hoit,Support,No Team,Korea,Grandmaster,845,호잇이,0Eq37NqYdvifaRQA8WiMTkV3NlFQPHPVKbYZqJHoGvuFxzc,JFIKn5TADt4mWoXgGJAzIFUPv6UcVF0YGHwETOhFi5tczrM,WgqKYS8mijK1Nzg3XG3BqhQWF0D6vYcc-n55c1_z2qc5l6l3vZoC8cXa2PO-aQB8ImXpU2DaA6d0XQ
148,Shark,ADC,No Team,Korea,Grandmaster,844,EM 상어,GbORVoGpICAyAC8U5ohEFEThG1G0CnILICPPEk3d7FpTsY4,hNpwnVRjZF5sGBQLK_6p86GoZdx44UAcZ3j4McPQMYk4YVU,6iiAx8CpjyJDVC0OTB-TYA2cnqC4GHtb2xCizI7U3vp9cgmmLAPjq1KjM2a91Q_DFXdcATN3j5ZgEg
149,HP1,Support, DRX Academy,Korea,Grandmaster,842,DRX HP1,mCjh8leuDCeY6dYdoPUavDxNakaFDSF5xA-j6DwsvT5yHQtJW8mbGA6J,FAc7mhGsqrvT0inKsUxEhv7gpxfmjIy2ATYa25k9W2DZQSY,fCYA8IrPYMxlH_GuYxoXUmjgMm503QvdoQeJtI78qRrZ4DtkFWrne7ZyspuwIwixl_6XKUVzqGVvRg
150,SoaR,Top, OZ Gaming,Korea,Grandmaster,837,망해부럿스,WNFYsQmCPGVvpSUjQTQs4-TBKMHSMgbUi_7Mx5TGLyqM,a01q4jKtesS0AqfLEmKGjS4ajQODsWSwlEa_XqkpxYxzSw,5xg1gyT9MpC6cPGJ1qIoadXpFLhpwoPipAig7d_S4qdvIdlgE8CaAhWA8qn9A5aolu4vLLrbqNvFlQ
151,Muru,Support, SANDBOX Gaming Academy,Korea,Challenger,835,SANDBOX Muru,Rc0x8IsN2RxheXsYDwh_M9Qd8jbHRbKjwKhSngNxm3R42SYquhCVXhdU,uEJQP5YF8TlU_zuxP3d4rDqlbWdhFBPot1LIUgVP8ZPxvZ8,LfwO9a6WDag8s1gC690kmH7Rq-fJgxcj7CLhXuE1CCb2TYSqLQ9GrU-kjg8N1a5O0KTyd40kttd6Vw
152,Life,Support, Gen.G,Korea,Grandmaster,835,곽곽보성,cN5I51HISnZ8QpUozxvfWMw_VevgF4ZrWBNu0uggux0M6Bs,Vnhi-Zai4WfMECbZvpwwTq-KtJbXLFN-bYp5bMY3zt1W3mw,acR7wwWvuKtrcT0A-WBygQnwXSYjJhfn97cfWWSwua0YwgknY5pmVSKzbqAeR0YcOErH_WyxrCKAMQ
153,Malrang,Jungle,No Team,Korea,Grandmaster,835,malrang123,MwW7nsgcQ0FgzBce1Ngg-QgqS_5lOm--o7442-QXLUU_ljo,0ficK75EZe1jyaoAFajUZ7bIjNQRcMvJ1BVE2JSyYmAiWrw,nyXFNOr5xdudCpxPSX21M3RT1yO-BP45SF1rvSBZSUtTdvDcaL-as_R9P1udS903GYmz5DcQGvq5SA
154,Mask,Mid, Hanwha Life Esports,Korea,Grandmaster,825,juayo,fUVTUyK0jVS_ARO-vt8MmrqGYYgY2vMnEovNBY1Y-v95YOs,NQ7d5Uk3Py248nWzoOUv8tqS2ymW4NhIQzs2UfpB24_z0uA,6PS7Nj6h4SXA2zms5nlJEM2Dm7g_q3WMkaj2IYKad_TzOI2NfMhVEaXtwsfJjismukNYx9Z1se8Ywg
155,GALA,ADC, Royal Never Give Up,China,Grandmaster,821,white linfeng,aBEc5C35aq1WIRTBjjjotQhLnWpmWDBJaSk-mUwHaHr5Yh8kOkWVbCzX,71bPx2-LJbVHw8kFmlpT_GryDlwGQ3HFh76wQ1lD20yBHBA,cnvmc_w_Qxa7HNuDo-FpugjlDe1CffySY0GM8JfXwU0i7EIFszpejOOaMx3jL4roGbn3ImVgn26B4A
156,Wings,ADC, Bilibili Gaming,China,Grandmaster,820,wuwangxinan,uoI2i2jcsoWDK-I2O3-268kezern-jjbX15ycB_MJcBhthRqaTOJpwPp,yZOn5FqSjJ42HzE5AQJ815b09yP0hrFNa9cncF6Egl6VHgQ,kKRW6yMyAKKlJmzFmN4xG4qWjuYnl7eVtSOjxojWeidU1Ha2kShlMc-CjzN5ZqhFR9AdyP1foCrCUA
157,Jun,Support, DRX Academy,Korea,Grandmaster,819,XZPN,JyxfOCkt18qeea2NiDTcR8rWkSodH13o3lsUfdLnJwBQ4HvB3Gu4T5Ji,bS3KjzweGmHfavSzuJq_A81DM3y-nIpf5Msj-EBNa5JNOlc,IA8Ohb0o5FKIyEOV1VmwZ9SuLycgLWYo-zaSUR5HdztaMPLD3KfcvHAUFe85aosNKY_PLMc4MyLeAg
158,Meteor,Jungle, Bilibili Gaming,China,Challenger,819,BLG Meteor,Xu6D7fp9RtU5JtG91bT7kYuTqDh2l3bTFCwh4LOhfCHXVQRJ9F9UI7r6,EJnXAFUmDqtHk9T_3GIkSwXQKTNK_uktkcMqmfacXWbf44o,K8j7lS8lxtz9dnV9bbrsfg7gezjxXbX7rUulGEcWtyiYOQh2_6xv0RQUCbKNhADhBdJRhrTcIAyyiA
159,Hope,ADC, EDward Gaming,China,Grandmaster,819,jusaka12,MdMVirD54j5QmfnsaZyvp_keAQAld3B9HLReyplvta4_nbNTdYJZd7gx,QvrXkr2OK-R1LSD_kmuvynT42AiwIBDAZX6TBvWq3Gu0iq0,58CfO3Nb0H-XkVKWpX7aW1tN6eFwv6PWJjI1A6TZypJCbSaAeom9g5oQo1FavxxG48jHWmf90hKOnQ
160,bonO,Jungle,No Team,Korea,Grandmaster,818,아라가키 유이,5HZs36ohhcErPjzEzBzX1OzUaBdVtsWedG0td25rh8Hf15Y,gxYfAho1V_Xj0cRM1tU9uYXjY5BG54pSkliqqijcyjfdy5c,tbJNkA4o14hgKQJ_5Qw1yziESJoWvrqLKrgLkqj56ORHVU_WrGpAJoz3Qvj9JnxLWQTyoftHlWTgew
161,Kingen,Top, DRX,Korea,Challenger,817,DRX1234,i8O9Z1UvtUhlk2OEEAEiSDme_d19u3H0EZhcJTFyyJgKeQk,A17eegdy_nAZlvYpjfCw7QkPR5Fvuksc5QQ9FE94Awi37j8,O3QAJFufpEU-Ow2FX8D9AHW16Obt0LoT_PSTQG-vHsIOHjzTMRvdubXxHC_pHFQ-Jma_yPw7M8vSnw
162,Stay,ADC, Team WE Academy,China,Grandmaster,815,Adachi,8WeVJdrLz2QXDF3e7GbhuQ7o1JAO4_U35ePzjb2z14zh37hrgiRR6XGV,yX2k5cJdDViPTZpCGXPREpIpsgG89xZpdtaz220gIsxSTVc,4xB1OmU_XRE4EI5eijyLB2nCWIgA5aTcbnqLobbW-91IfihRKK8-Q4Bu_BhdpNGhUpuM-6oO4-JEVw
163,Canna,Top, T1,Korea,Grandmaster,809,칸 나,7ppaUR0VO_p-Mf5oYjNoQ_xx47aLPh3yi9SsgZvdccdmJK0XePPLHM7j,sucMBUQmYedjQJXMaiYoHnA7IAAqX0tid5ZFKYfuj2fgThs,q4Jd4oZVctVzJjM6YyGbh_gBefOTwZ7l26tkWOxbFUN6se3o-e4J5R21PlNMksE_fFnnKAvdnBgNjw
164,Pyosik,Jungle, DRX,Korea,Grandmaster,804,DRX 홍창현,d9mnv5q6-EO-JgzuUaKmcpTDCJxg-fF6MaVgCp7-3XXYEic,7_egYquQRU6_9FHFCFbqy4sm7dJCzLGUY_Ovv6kooDmQIqM,ws2zEX6Xz2oQxd-7zPDHiZ-dkbbieh-SqViONWyAHQ587-JAOj-utSBP3tKglzy66xhGeQDuPQYFxg
166,Yagao,Mid, JD Gaming,China,Grandmaster,802,운수게임,1ElBxX-V87EHEkvVxcGGFWCkYN09zMzBrntQrzUuUTDAOdI33155TdFk,dgTufaGxjzM4VcZY8GFwXcAlqlp-WMt4knolBftMCMz4vOM,Ja5JA_XLZeJemECnqdzdLAkw1NSbkH-sWnSJHwG94QfgpYf1-7N82nOoLd0THzLoUE8tbjr5Xs0IjA
167,XinMo,Support, Bilibili Gaming,China,Grandmaster,800,XinMo1,ng0Efhg5Yad3wVr_9EQ5UVKKgYDZBUuHsSd5yvBaFn26rwNnZ5RBgZ4Q,532rrpjjZZklh2et2hvg6Mit_Xaai_yj52Cqy71-GT1aMkU,xh6ap76-60VZx_4yetixLOO09FsKcrTlOxPGtbmS1iA3NFp2NajcJCN3lZceWpEAUFrDmLvhpQjTbA
168,Ophelia,Mid, Gen.G Academy,Korea,Grandmaster,795,Gen G Ophelia,507fC0A4tDtfG8xmE2X4ubessc13hMzr8auTVTQoMR3m39c,6X5zDCEhEDWLzOdlKhCwDNSTqqjY2uIjFhnmcr4r20WKuNo,z866XIVSRw5BvXK3NnB1op5O54rA4geQIyb94s8MBRja0sIZq1s7AznPtf1Y9ZlHtRMY9_49xyLLsQ
169,Puff,ADC, Invictus Gaming,China,Grandmaster,793,yyyyxxxxzzzz,idhgfqIyc6pBq-keQVtu9vKUAUX3x4zrHxoqpKMG1J20WU3HgNUmid-B,UWzEbXTAnLZzuFu9YHlAq3hKK375LXWCF7kLhVaHLfWN_cY,XifBC0IVAejb9tqvLxNjbo5E_uueUTLtpq2mt46gM-wbnyGoc9_sxhXrDNCBvnKR36lc9uX2D_umnA
170,Kuri,Support,No Team,Korea,Challenger,792,쿠 리,H7sYTEoZcnh9m1UNo351QXMoRu4-iwnWJv5pR43_u7rL8bc,xTsDAkHBNZ_yK1VGcdVs-sbKTSyidJh2Ez5xY219FtAqL2Y,KM87kn9tcKJJ4K4eRl0xd27HL4ZfodLqK2BAdrLtPBHFt2XciNHMp2Sr0cQPx172MS3m2z_Vjlqr4g
171,xiaohu,Mid, Royal Never Give Up,China,Grandmaster,789,znhy,4KfDjEoPLK6IsIJ85wxM-h6k8Eaowro2Yx7bV6rItSI,mhCpDD4CoIfwaQ9ysoKUhVqnBk5nBaCDq9ZJxGKGFVSuIQ,0LG-JqEcir3W12VLrqCdTR5Kr1uTbqJJxyX8JICRw4wqX9VARcK2QeMNiOUfK-UREvzTg8AgT1CriQ
172,l3est16,Jungle,No Team,China,Grandmaster,787,랭겜에강한남자,IjqwlXFjENmf7JYqE8XSUpXBFqhp71HcVG3ZLv9r0trKUkHJFjkSMJnx,WM-eviS6-C6ZFjF4B9DbtoJUCAqKOXhcLvFKKuXXR40GJyA,L9tv4J22yZGat9q7ZPesHSGnY_z3Q8MDytR2ggvWCdbNj-2DCkEcfOCmXUWqeYd_X66sb25YolMHig
173,Asper,Support, T1 Academy,Korea,Grandmaster,786,T1 Asper,8lySOgFw26UarmQ2MBc-tK4FU75lxdrqNCBP2FNBQ1bLaoE,jAe_qOis4iLIrrqe1pyQ_-UXo14afIRRfQeoCJN58r6XIh8,MWpJPk4J8U82dVFqF0VEqq9FHVXTNWx4ohwdBfCHLDph_Ynzwt7HRSMUG46Z0msIe-B9exyZTFisqw
174,Rascal,Top, Gen.G,Korea,Grandmaster,783,Gen G Rascal,K3eEF0XIxVVy_UO_e51oxUB-QNDM5VtD7nUCuSVg-Lj8HCo,_0yuWpWo64BzHMbicu4kuK10noqLau7x2Zc0lGx7cLZp2Pc,CquTmUElU5Kt3E2XX8pA4zRmrJQVwc2HMy0_Mulb-oHSYmgUy6NSOfTYwCMH6Oj9EWnHGvImXbcyDw
175,Teddy,ADC, T1,Korea,Grandmaster,782,Teddy12345,C94AvrQ8JtNsiTA-Y3vMRTMXJipgqhSTh3Bj78JUFnBlozc,1-GTEdoPPhR9Va2R5CMxT3qGWpdwf25UlK18cbvoXXkgQgk,tk1G1k6qh1aR1bqnr4_4V1yPN4wO_8UmFbES41GiUDbF1w8wx6wmHcfeUtYeAbdg4DjR2EgRA7K5Gg
176,Southwind,Support, Invictus Gaming,China,Grandmaster,777,buyaozhuawo1,hqImAEu4ehxNYQw6FehmyO2XgdyHcnFNApLczZ8S-YSPDrsK3ESzdkCZ,c122bXolTYlgoxCBcDM_wzjtgEFUFcA1t7tTDqmUZ4b2yKI,RakE_eWC_cf68pQfwKkPLx04mW5SvRBc6AGNZW80ucUhZAbeIvpT51QuUzsnWvXZBBRZpTQAGO51AA
177,Twila,Mid, TT,China,Grandmaster,777,reaIIyreaIIyrea1,88UdHA8tkoOS6EpTZB74Qkd89VALDERS5zn9SnhRToGOgMC10QTGbz8U,jR4Jr29n_OsQrCLniQbJ9uNNEDKfb1B439peOxPHxBdp2W4,1Oaov0_KxbBmK6wIRjE4iyT9jLBvLlxKSBW7dxuLlzecVjy-_BcepS-LX7CRtBWKyOFDdmVF9FnRhA
178,Cold,Support, Oh My God,China,Grandmaster,771,불의에,IuDAoMLLzxDM43xLbh3rbNNkpVSaL4lo31-ioCZruGvm3RI,G4fspMy-qYpH6Td9aHmTfXu8nMVusE0bGGw1dJb0MQLAtjA,Q_Hp5hsVtfDQYKn0x97xjsdDHuvsVQh2S1_ggGTGv-ibhzqZHNNww0IN_Km9zryee9SpfAQCZhjxQA
179,NaMei,ADC,No Team,China,Grandmaster,769,FA Archer,Y94ytv4x7LRbxmGtyQH_bUFP_RlLk_zqbfm3sSZRWLXypfkmrpd4JFN7,XTjx3XzQprkK5xAOUsbw4nS0vdaKqxYDbjKVUk273NY6deM,N8M_zEgaYa6WNqVt6YEeZeRXAN8bJshgJ_-KzbxEdmJ-CO1oqPi-Ig_qB5XKJQnqbFs5Y91vPUsmbQ
180,Baut,Support, Hanwha Life Esports,Korea,Grandmaster,766,HLE 보우거야,8Doe4H-48xcIVe2DlH2aG9eMvWs9Qnr6ENpuwV1z9XCtxpY,PMF2Yp3vw6_z139cSgmycMu_0-BKCO2xB5Wn_u7iQksgls0,3ikeL8cN2DXf3Vbs95bdwJ2etoqVDRLRds6kd1kDPXvi3JjeRuUyTw88a1ttyOBxhjs8n3Vum9tPNQ
181,YeongJae,Jungle,No Team,Korea,Grandmaster,765,깨물이 드래곤,kdlOxTpajfrYdTfdRPASjkx_iEqntRnzFlQPKT08BuotW65Kn4PP7N4Y,_eW1MW4CgNNGuUxU-fxq_gr3PxAJppE3-DEQ_qdZ2Scj0GI,g5KC5CrLWNXmw4chwzn40ulB5Wbp2TiQfjE4sTqEyQmholCYjL7_8CjLSs9pYW5gY6-uQboPehZoUw
